mutational_propensity	cancer_type	gene	variant	Beta_value	P	FDR
MP5	pan-cancer	KRT33A	Somatic_Nsy_mutations	2.75660539241015	4.89579635872105E-09	8.15173306554618E-07
MP5	pan-cancer	RND2	germline missense	0.002028377959244	0.005402658800661	0.054810362822065
MP5	pan-cancer	RND2	Somatic_Nsy_mutations	3.72025850345266	1.17234599589899E-08	1.74112536371326E-06
MP5	pan-cancer	HDAC5	germline missense	-0.001324847239684	0.01243911807427	0.09547081731406
MP5	pan-cancer	HDAC5	Somatic_Nsy_mutations	1.47379636502973	0.001950460023188	0.027405978205205
MP5	pan-cancer	ANKRD40	Germline_truncation	0.002161139937736	0.003449043869997	0.040619957487352
MP5	pan-cancer	ANKRD40	Somatic_Nsy_mutations	2.81578492634231	1.89048105922272E-06	0.00012582284956
MP5	pan-cancer	VEZF1	Germline_truncation	-0.00031491103444	0.008497588392428	0.074129805507996
MP5	pan-cancer	VEZF1	Somatic_Nsy_mutations	1.77624975093313	0.000395407789382	0.0084355481509
MP5	pan-cancer	PTRH2	germline missense	-0.001449184092736	0.005725629084793	0.056974729129152
MP5	pan-cancer	PTRH2	Somatic_Nsy_mutations	2.83592857311284	3.23437080169788E-05	0.001310339099485
MP5	pan-cancer	GPR142	Germline_truncation	0.001615520393194	0.002025530934	0.028142443981795
MP5	pan-cancer	GPR142	Somatic_Nsy_mutations	1.48707871638724	0.000950874903595	0.01627445358373
MP5	pan-cancer	CD300A	Germline_truncation	-0.002165649621633	0.006054994376557	0.059120638796718
MP5	pan-cancer	CD300A	Somatic_Nsy_mutations	2.4360162087267	2.63601938733448E-05	0.001112742394441
MP5	pan-cancer	NOTUM	germline missense	-0.001680723091565	0.001154255997988	0.018728890818611
MP5	pan-cancer	NOTUM	TSS_methylation	0.246842896996372	0.010236802913309	0.083945630070589
MP5	pan-cancer	TMEM200C	germline missense	0.001893995678601	0.010200902729696	0.083751687914068
MP5	pan-cancer	TMEM200C	Somatic_Nsy_mutations	1.55699597086089	0.000265455274044	0.006257963094457
MP5	pan-cancer	CIDEA	germline missense	0.000769564615559	0.011263134938272	0.089363642418712
MP5	pan-cancer	CIDEA	Somatic_Nsy_mutations	2.70710186708486	7.32181087064169E-05	0.002505181260435
MP5	pan-cancer	NOL4	germline missense	-0.001224985515604	0.013178012832925	0.099238452229845
MP5	pan-cancer	NOL4	Somatic_Nsy_mutations	3.42415936184694	8.44213212552821E-29	2.50855358530955E-24
MP5	pan-cancer	NOL4	TSS_methylation	0.408708509597964	0.009573421034955	0.080270156606407
MP5	pan-cancer	ZNF516	germline missense	0.000413317770296	0.007767192243959	0.069863683809476
MP5	pan-cancer	ZNF516	Somatic_Nsy_mutations	1.52491380708444	0.001451261428624	0.02211476246646
MP5	pan-cancer	TRIP10	germline missense	-0.00110426378204	0.009096125381068	0.077602229942759
MP5	pan-cancer	TRIP10	Somatic_Nsy_mutations	2.29468973015513	1.34183800174514E-06	9.46048445942934E-05
MP5	pan-cancer	MAP2K7	germline missense	0.002206887949304	0.002841722175487	0.035581773855415
MP5	pan-cancer	MAP2K7	Somatic_Nsy_mutations	2.2932410814406	0.013196146968216	0.09933264757978
MP5	pan-cancer	ZNF846	Germline_truncation	0.002409888798225	0.000739188741204	0.013500163492436
MP5	pan-cancer	ZNF846	Somatic_Nsy_mutations	3.07857093757368	0.000528132735401	0.010509848286452
MP5	pan-cancer	OLFM2	germline missense	0.002108508342236	0.004067935418485	0.045400458562626
MP5	pan-cancer	OLFM2	Somatic_Nsy_mutations	2.25161836296054	1.54454547667092E-06	0.000106410561214
MP5	pan-cancer	CCDC151	germline missense	0.000393134857511	0.010562865641055	0.085642262013032
MP5	pan-cancer	CCDC151	Somatic_Nsy_mutations	3.36513339424273	3.14790456800068E-10	7.84106185100506E-08
MP5	pan-cancer	ZNF491	Germline_truncation	0.002378790539768	0.000564480147215	0.011050760214269
MP5	pan-cancer	ZNF491	Somatic_Nsy_mutations	4.91033598713846	5.35430382868921E-05	0.001961607909985
MP5	pan-cancer	C19orf44	germline missense	-0.000816898176267	0.011317543708059	0.089667431028817
MP5	pan-cancer	C19orf44	Somatic_Nsy_mutations	2.51274533714957	2.14328491444892E-08	2.89892042327517E-06
MP5	pan-cancer	ZNF257	germline missense	-0.000517938566031	0.011862151394013	0.09249954225331
MP5	pan-cancer	ZNF257	Somatic_Nsy_mutations	4.95994605304861	9.10534530935571E-05	0.002956720990577
MP5	pan-cancer	ZNF302	Germline_truncation	-0.001970772929753	0.006723910688887	0.063404606607339
MP5	pan-cancer	ZNF302	Somatic_Nsy_mutations	3.34675489658528	1.90825761102566E-11	7.23398175486472E-09
MP5	pan-cancer	ZNF566	germline missense	0.001463277764087	0.004904306378857	0.051374590937062
MP5	pan-cancer	ZNF566	Somatic_Nsy_mutations	2.68337957079724	1.20140445997609E-08	1.7767677268324E-06
MP5	pan-cancer	ECH1	germline missense	-0.001944912481264	0.00923052442367	0.078371124834282
MP5	pan-cancer	ECH1	TSS_methylation	0.454209987032726	0.007558897747736	0.068591359404993
MP5	pan-cancer	SERTAD1	germline missense	0.002154410970657	0.003601348827975	0.041779345309252
MP5	pan-cancer	SERTAD1	Somatic_Nsy_mutations	3.3242862684051	0.010672999265548	0.086270842420755
MP5	pan-cancer	PSG8	germline missense	-0.000662312942315	0.000371029904359	0.008024944724787
MP5	pan-cancer	PSG8	Somatic_Nsy_mutations	2.20161072633381	0.003459967907682	0.040696500305296
MP5	pan-cancer	IGFL1	germline missense	-0.000938501954706	0.011305618021768	0.08960316970141
MP5	pan-cancer	IGFL1	Somatic_Nsy_mutations	4.47839232530464	0.000609290314136	0.011702381927356
MP5	pan-cancer	CCDC8	Germline_truncation	0.002087522178632	0.004849566903477	0.05098922288272
MP5	pan-cancer	CCDC8	Somatic_Nsy_mutations	1.78687747564423	0.001038150316834	0.017353763643605
MP5	pan-cancer	PLA2G4C	germline missense	0.000368103591275	0.007037755427749	0.065363571961265
MP5	pan-cancer	PLA2G4C	Somatic_Nsy_mutations	3.53257102520613	1.22148776493723E-19	3.70860625087416E-16
MP5	pan-cancer	TRPM4	Germline_truncation	0.00111686073658	0.002795325081881	0.035185536224861
MP5	pan-cancer	TRPM4	Somatic_Nsy_mutations	1.80696464399954	0.000134150368481	0.003890763570144
MP5	pan-cancer	RRAS	germline missense	-0.001558348801313	0.002965038467414	0.036688144770734
MP5	pan-cancer	RRAS	Somatic_Nsy_mutations	3.21227466559811	0.000494876613373	0.009997718835645
MP5	pan-cancer	FUZ	Germline_truncation	-0.001969392390014	0.007826282744457	0.070188345080194
MP5	pan-cancer	FUZ	Somatic_Nsy_mutations	2.61341291747864	1.82917272947661E-06	0.000122534378752
MP5	pan-cancer	SPIB	germline missense	0.001833309969433	0.013111701587811	0.098901679973201
MP5	pan-cancer	SPIB	Somatic_Nsy_mutations	2.71620430936809	0.000326847140416	0.00729604788897
MP5	pan-cancer	ZNF808	Germline_truncation	-0.001922834123984	0.006881894338193	0.064413603881533
MP5	pan-cancer	ZNF808	Somatic_Nsy_mutations	2.80865869692931	3.46675131593906E-23	2.73300986241921E-19
MP5	pan-cancer	KIR2DL4	Germline_structural_varinat	0.001030655197482	0.00547970687627	0.05531847508013
MP5	pan-cancer	KIR2DL4	Somatic_Nsy_mutations	4.89987774220895	0.00015638278755	0.004298673833742
MP5	pan-cancer	KIR3DL1	Germline_structural_varinat	0.000848502395948	0.011741711826602	0.091884966537889
MP5	pan-cancer	KIR3DL1	Somatic_Nsy_mutations	2.66166447024093	0.003947366847185	0.044501837034571
MP5	pan-cancer	RFPL4A	Germline_truncation	0.002076997292661	0.004419269177521	0.048006859107249
MP5	pan-cancer	RFPL4A	Somatic_Nsy_mutations	3.52530477079124	4.96504926303565E-11	1.6406790802971E-08
MP5	pan-cancer	ZNF132	Germline_truncation	-0.001761063644972	0.013161867542613	0.099153830662936
MP5	pan-cancer	ZNF132	Somatic_Nsy_mutations	3.17527109955758	1.83380215318498E-23	1.72775918916093E-19
MP5	pan-cancer	EBF4	germline missense	0.001083969270422	0.011531453489866	0.090789635858113
MP5	pan-cancer	EBF4	Somatic_Nsy_mutations	3.90223980540403	2.43878660306675E-05	0.001045015325219
MP5	pan-cancer	HSPA12B	germline missense	-0.000687278828975	0.010769465434483	0.086787265508542
MP5	pan-cancer	HSPA12B	Somatic_Nsy_mutations	2.68856661336071	5.44780988013381E-06	0.000306100352932
MP5	pan-cancer	CPNE1	Germline_truncation	0.001963598955514	0.007767293642786	0.069863683809476
MP5	pan-cancer	CPNE1	Somatic_Nsy_mutations	2.01159308415156	0.000826136125407	0.014661809704111
MP5	pan-cancer	NEURL2	germline missense	0.001832652894551	0.012163525134221	0.094066457341222
MP5	pan-cancer	NEURL2	Somatic_Nsy_mutations	2.78379648523165	0.002364139701533	0.031391650262784
MP5	pan-cancer	DSCR3	germline missense	-0.001137212638601	0.002000781865542	0.027896914911464
MP5	pan-cancer	DSCR3	Somatic_Nsy_mutations	3.10458074863422	6.40944031941648E-09	1.03507905954336E-06
MP5	pan-cancer	KCNJ15	germline missense	-0.000728814266689	0.009067335199995	0.077442127434635
MP5	pan-cancer	KCNJ15	Somatic_Nsy_mutations	2.38854565279973	0.008501626330725	0.074146611959767
MP5	pan-cancer	CCT8L2	germline missense	0.00065818762337	0.011790296283736	0.09213637606693
MP5	pan-cancer	CCT8L2	Somatic_Nsy_mutations	2.46547359379177	0.006636775386205	0.062858005215331
MP5	pan-cancer	SERPIND1	germline missense	-0.000967060820302	0.009155516492914	0.077936790620426
MP5	pan-cancer	SERPIND1	Somatic_Nsy_mutations	2.56150784964435	2.97818062888656E-09	5.33716102340716E-07
MP5	pan-cancer	PPM1F	Germline_truncation	0.001535863707228	0.002972855128459	0.03674838977368
MP5	pan-cancer	PPM1F	Somatic_Nsy_mutations	3.01883845380029	2.86300182977262E-07	2.57652157425794E-05
MP5	pan-cancer	GSTT2	germline missense	0.000377443598438	0.008039770918854	0.071443089751048
MP5	pan-cancer	GSTT2	Somatic_Nsy_mutations	2.87617302880541	1.29128182586298E-05	0.00062312373241
MP5	pan-cancer	CRYBB3	germline missense	0.001081496730071	0.011924670672666	0.092795990306506
MP5	pan-cancer	CRYBB3	Somatic_Nsy_mutations	5.22565945791283	7.47655029436773E-05	0.002544826936084
MP5	pan-cancer	CCDC157	Germline_truncation	-0.002004518317988	0.006744002781569	0.063530887638272
MP5	pan-cancer	CCDC157	Somatic_Nsy_mutations	2.21844406157415	0.000188145800139	0.004882046703939
MP5	pan-cancer	TXN2	germline missense	0.002769458149122	0.000184730878688	0.004817706984815
MP5	pan-cancer	TXN2	Somatic_Nsy_mutations	2.56494647039022	1.3053674219989E-05	0.000628507649023
MP5	pan-cancer	SUN2	germline missense	0.000451698517239	0.013168862791286	0.099189119379723
MP5	pan-cancer	SUN2	Somatic_Nsy_mutations	3.25338112773505	1.60081864070626E-09	3.12946272032926E-07
MP5	pan-cancer	SGSM3	Germline_truncation	0.00233214654546	0.001463863636692	0.022253250485281
MP5	pan-cancer	SGSM3	Somatic_Nsy_mutations	3.08385208918943	1.82712987139396E-07	1.77337644510212E-05
MP5	pan-cancer	ST13	germline missense	0.002158553078456	0.003595040720132	0.04172997610567
MP5	pan-cancer	ST13	Somatic_Nsy_mutations	3.30265259179763	3.68768123051019E-11	1.27644988370521E-08
MP5	pan-cancer	EP300	Germline_truncation	-0.000968586208486	0.00392562119337	0.044327159789772
MP5	pan-cancer	EP300	Somatic_Nsy_mutations	2.17805819026489	0.001051930562398	0.017509105001695
MP5	pan-cancer	WNT7B	germline missense	0.001983917704887	0.006930032852971	0.064710515622983
MP5	pan-cancer	WNT7B	Somatic_Nsy_mutations	2.89787612327598	1.00973968872413E-05	0.000508676778947
MP5	pan-cancer	SMN2	Germline_structural_varinat	0.001247210255539	0.000842651009334	0.014864796918702
MP5	pan-cancer	SMN2	SCNAs	0.44554728747088	0.000404339077617	0.008575411586232
MP5	pan-cancer	SERF1A	Germline_structural_varinat	0.00124638823048	0.000844581468686	0.014894481812897
MP5	pan-cancer	SERF1A	SCNAs	0.455976480127284	0.000267767007628	0.006294023679178
MP4	pan-cancer	PRDM16	germline missense	0.000704009679351	0.000861214822388	0.015111493752211
MP4	pan-cancer	PRDM16	Somatic_Nsy_mutations	0.821537367231083	0.00942287181483	0.079451053743891
MP4	pan-cancer	SLC25A33	germline missense	-0.002771112104602	2.0841207504074E-05	0.000922512992776
MP4	pan-cancer	SLC25A33	Somatic_Nsy_mutations	1.53850080995845	0.00751415658639	0.068305708010665
MP4	pan-cancer	ZNF362	germline missense	0.000852466018978	0.00907584198442	0.077492508642494
MP4	pan-cancer	ZNF362	Somatic_Nsy_mutations	1.13209800134913	0.009863591301636	0.081827517986007
MP4	pan-cancer	GJB4	germline missense	-0.000245170997377	0.004338052239467	0.047412080185836
MP4	pan-cancer	GJB4	Somatic_Nsy_mutations	1.44358409287128	0.000528873910755	0.010521126370345
MP4	pan-cancer	HECTD3	germline missense	0.000603510084501	0.002040026525921	0.028278748581644
MP4	pan-cancer	HECTD3	SCNAs	-0.227747897383042	0.005898087343592	0.058133753267083
MP4	pan-cancer	GPBP1L1	germline missense	-0.000592181103689	0.004657162724638	0.04964183350064
MP4	pan-cancer	GPBP1L1	SCNAs	-0.210431894278754	0.01203646309086	0.093402518357397
MP4	pan-cancer	EPS15	germline missense	-0.000451572370239	4.60362896566315E-05	0.001743774070178
MP4	pan-cancer	EPS15	SCNAs	-0.212344724943695	0.010500829525134	0.085345515187237
MP4	pan-cancer	DMRTB1	germline missense	0.000550727489898	0.009077115986344	0.077501673440775
MP4	pan-cancer	DMRTB1	SCNAs	-0.219255448150248	0.008205866410214	0.072417352222154
MP4	pan-cancer	EXTL2	germline missense	0.001652856584853	0.000353771858041	0.007741397202425
MP4	pan-cancer	EXTL2	Somatic_Nsy_mutations	1.43760562211753	0.012645163518601	0.096526289116963
MP4	pan-cancer	TBX15	Germline_truncation	-0.00053856152743	0.004772664850403	0.050468847648802
MP4	pan-cancer	TBX15	SCNAs	-0.215423692792201	0.006029574175107	0.058945443075269
MP4	pan-cancer	MRPS21	germline missense	0.000274328737048	0.008726627232374	0.075502095507543
MP4	pan-cancer	MRPS21	Somatic_Nsy_mutations	2.40795397926953	0.003144275937333	0.038171134384301
MP4	pan-cancer	RRM2	germline missense	0.000473519892698	0.000858116135744	0.015068846186775
MP4	pan-cancer	RRM2	Somatic_Nsy_mutations	4.95467015183618	1.46583572023737E-05	0.000689023054522
MP4	pan-cancer	FAM178B	Germline_truncation	-0.001227805940058	0.008283674097487	0.072863751435796
MP4	pan-cancer	FAM178B	Somatic_Nsy_mutations	1.24798846083264	0.001345262693008	0.020926302538742
MP4	pan-cancer	BIN1	germline missense	0.00050989050157	0.003895321911609	0.044106219854535
MP4	pan-cancer	BIN1	Somatic_Nsy_mutations	1.91339223293865	9.48900307162494E-07	7.05585464011756E-05
MP4	pan-cancer	DNAH7	Germline_truncation	0.000586016016401	0.003190972301575	0.038545242098732
MP4	pan-cancer	DNAH7	Somatic_Nsy_mutations	-0.902040370662878	0.00420031665092	0.0463928781209
MP4	pan-cancer	ZNF860	Germline_truncation	0.000433659867709	0.002683445356522	0.034216563466459
MP4	pan-cancer	ZNF860	Somatic_Nsy_mutations	0.971082174765646	0.00289119692217	0.036035491636564
MP4	pan-cancer	MUC4	Germline_truncation	-0.00021101464585	0.007947480980743	0.070919641838162
MP4	pan-cancer	MUC4	Somatic_Nsy_mutations	-0.526508728985369	0.006501892890317	0.062010782077707
MP4	pan-cancer	FAM149A	germline missense	0.000214162874201	0.009458510822094	0.079650715119843
MP4	pan-cancer	FAM149A	Somatic_Nsy_mutations	1.41222319815769	0.001181424579908	0.019043341639777
MP4	pan-cancer	SGTB	germline missense	-0.000850082859055	0.00352171215176	0.041167031072305
MP4	pan-cancer	SGTB	SCNAs	0.217599544033369	0.005852506728183	0.057842412089975
MP4	pan-cancer	SMN1	germline missense	-0.001448441139128	0.0016064787241	0.023813057283626
MP4	pan-cancer	SMN1	Somatic_Nsy_mutations	2.75591332383347	0.000627504412875	0.011955576185142
MP4	pan-cancer	FAM172A	germline missense	-0.00163748164828	0.011132109904424	0.088662787717573
MP4	pan-cancer	FAM172A	SCNAs	0.277546551825704	0.000395253037343	0.00843317818548
MP4	pan-cancer	IL4	germline missense	-0.001853444591949	0.004895406614897	0.051321161082792
MP4	pan-cancer	IL4	Somatic_Nsy_mutations	1.72461529478272	0.009173798683879	0.078043497514619
MP4	pan-cancer	IL4	SCNAs	0.207734178252153	0.008787858066782	0.075868730566672
MP4	pan-cancer	SH3TC2	germline missense	-0.000188194849869	0.00949467464878	0.079842117786353
MP4	pan-cancer	SH3TC2	SCNAs	0.227137318919803	0.004732664059548	0.050201431535465
MP4	pan-cancer	SLC36A2	germline missense	0.000259273384087	0.004596491700923	0.049209671737747
MP4	pan-cancer	SLC36A2	SCNAs	0.210606740027729	0.008820057677972	0.076032869172338
MP4	pan-cancer	GRK6	Germline_truncation	-0.002036483867327	0.002178008578814	0.029617527789584
MP4	pan-cancer	GRK6	Somatic_Nsy_mutations	1.08716102431081	0.001973508821118	0.027624332210697
MP4	pan-cancer	HNRNPH1	germline missense	-0.001974256953856	0.002631967837064	0.033745079084848
MP4	pan-cancer	HNRNPH1	Somatic_Nsy_mutations	0.958204570788156	0.006305474784849	0.06075700075116
MP4	pan-cancer	FBXO9	germline missense	-0.000602370213195	0.004155199329122	0.046030113964208
MP4	pan-cancer	FBXO9	Somatic_Nsy_mutations	2.18444906006922	2.17005092870267E-05	0.000952472609135
MP4	pan-cancer	FAM46A	Germline_truncation	0.001270066577735	0.005637887667032	0.056384861224224
MP4	pan-cancer	FAM46A	SCNAs	-0.206810942351732	0.008285072944258	0.072867146604131
MP4	pan-cancer	C6orf120	germline missense	-0.000946941307901	0.004229207578637	0.046590581220528
MP4	pan-cancer	C6orf120	TSS_methylation	0.559384489103686	0.006177989307063	0.059905157573539
MP4	pan-cancer	CHST12	germline missense	0.000331518606057	0.002680933292793	0.034194690702186
MP4	pan-cancer	CHST12	Somatic_Nsy_mutations	1.94451087085722	8.54945581443552E-06	0.000442773979746
MP4	pan-cancer	CHST12	TSS_methylation	0.604989072922367	0.009961731974136	0.082394984847099
MP4	pan-cancer	SPAG11B	Germline_truncation	-0.001819214151825	0.005062767142188	0.052515304797922
MP4	pan-cancer	SPAG11B	Somatic_Nsy_mutations	1.81831133583757	0.001565299438687	0.023377355218544
MP4	pan-cancer	EPHX2	germline missense	-0.000361762803936	0.006063763668683	0.059176971654997
MP4	pan-cancer	EPHX2	Somatic_Nsy_mutations	1.49322359366196	5.1821988851502E-05	0.001911607696264
MP4	pan-cancer	MAK16	germline missense	0.002769155406493	1.86780650744259E-05	0.000841909969156
MP4	pan-cancer	MAK16	Somatic_Nsy_mutations	1.89569493770991	0.000964837189429	0.016447834189836
MP4	pan-cancer	SLC24A2	germline missense	-0.000421650283478	0.004387676911499	0.04775917348452
MP4	pan-cancer	SLC24A2	Somatic_Nsy_mutations	1.26958697323683	0.003733582306952	0.042832301108774
MP4	pan-cancer	IFNB1	Germline_truncation	-0.00164069288131	0.012093938549778	0.093705464063149
MP4	pan-cancer	IFNB1	Somatic_Nsy_mutations	1.60340814884708	0.005197842176016	0.053428998842078
MP4	pan-cancer	ADARB2	germline missense	-0.000355120434146	0.011785531672359	0.092108855559647
MP4	pan-cancer	ADARB2	Somatic_Nsy_mutations	0.881922417948679	0.009082304687072	0.07753055245898
MP4	pan-cancer	CXCL12	germline missense	0.00187214272528	0.005455397056691	0.055166774461423
MP4	pan-cancer	CXCL12	Somatic_Nsy_mutations	1.35875658464892	0.000440329717949	0.009149341459647
MP4	pan-cancer	NDST2	germline missense	0.000318008679335	0.012641708150665	0.096514935991122
MP4	pan-cancer	NDST2	Somatic_Nsy_mutations	1.16874330818549	0.000604388830401	0.011632783541827
MP4	pan-cancer	TCF7L2	germline missense	0.000309393775071	0.005469240785515	0.055259429915387
MP4	pan-cancer	TCF7L2	Somatic_Nsy_mutations	1.19724673386033	5.35027868359921E-05	0.001960505125181
MP4	pan-cancer	ZNF143	germline missense	-0.000377487557409	0.004453720440149	0.048246138461008
MP4	pan-cancer	ZNF143	Somatic_Nsy_mutations	1.20642914209193	0.006129948354367	0.059606574016328
MP4	pan-cancer	ZNF143	SCNAs	0.288429604423722	0.000474485658546	0.009687301158669
MP4	pan-cancer	COMMD9	germline missense	0.001045360297819	0.001340680207922	0.020869751585963
MP4	pan-cancer	COMMD9	Somatic_Nsy_mutations	1.68912121813983	0.010766431067293	0.086777295124159
MP4	pan-cancer	FAT3	germline missense	0.000198614940131	0.002764896337167	0.034924287848424
MP4	pan-cancer	FAT3	SCNAs	-0.204583323970785	0.009202812849197	0.078223909218177
MP4	pan-cancer	ZNF384	Germline_truncation	0.000149462867761	0.010827601320441	0.087068673584962
MP4	pan-cancer	ZNF384	Somatic_Nsy_mutations	1.10234425620826	0.011421777121769	0.090205465042221
MP4	pan-cancer	ARNTL2	germline missense	0.000344652457082	0.000818903799993	0.014569600580458
MP4	pan-cancer	ARNTL2	Somatic_Nsy_mutations	1.50008517422372	4.47220444275516E-05	0.00170489719372
MP4	pan-cancer	RPAP3	germline missense	0.000825613210237	0.012102469047876	0.093756515140646
MP4	pan-cancer	RPAP3	Somatic_Nsy_mutations	1.5366160993391	0.000183604790807	0.004794165083518
MP4	pan-cancer	RASSF9	Germline_truncation	-0.001357560255306	0.000278875323677	0.00648255070757
MP4	pan-cancer	RASSF9	Somatic_Nsy_mutations	2.11530376893487	0.001308646699226	0.020495136763788
MP4	pan-cancer	RXFP2	germline missense	0.000314568129012	0.009638178146878	0.080620633475581
MP4	pan-cancer	RXFP2	Somatic_Nsy_mutations	0.787668726921048	0.009494481216246	0.079842117786353
MP4	pan-cancer	MIPOL1	germline missense	-0.001787232035572	0.005978590358566	0.05861044315138
MP4	pan-cancer	MIPOL1	Somatic_Nsy_mutations	1.64868285156788	0.004133556255526	0.045875871387215
MP4	pan-cancer	HSPA2	germline missense	-0.00055539214477	0.010713017341219	0.086482115308801
MP4	pan-cancer	HSPA2	Somatic_Nsy_mutations	1.2971528381839	0.001526770872316	0.022962465322953
MP4	pan-cancer	ACOT1	Germline_structural_varinat	-0.00120433130378	0.008992938659709	0.077031537969218
MP4	pan-cancer	ACOT1	Somatic_Nsy_mutations	2.07863635631974	0.001771439771849	0.025568555128627
MP4	pan-cancer	ACOT2	Germline_structural_varinat	-0.001154968895256	0.012349134554338	0.094991129575053
MP4	pan-cancer	ACOT2	Somatic_Nsy_mutations	2.01519238581255	1.90514700307762E-05	0.000854453896396
MP4	pan-cancer	WARS	germline missense	-0.000810378056675	0.012967178073905	0.098169606768188
MP4	pan-cancer	WARS	Somatic_Nsy_mutations	1.09785262286103	0.00111392244802	0.018269359163079
MP4	pan-cancer	PPP2R5C	germline missense	-0.000899974438833	0.002035255898382	0.028229973420461
MP4	pan-cancer	PPP2R5C	Fusion	-2.16229880286101	0.007918675650721	0.070749809381152
MP4	pan-cancer	MAGEL2	Germline_truncation	0.002857154016656	1.02471512020775E-05	0.000515146054789
MP4	pan-cancer	MAGEL2	Somatic_Nsy_mutations	1.38525511036066	0.000697292126624	0.012921932016582
MP4	pan-cancer	LTK	Germline_truncation	0.00069096767801	0.001411646277342	0.021678709235939
MP4	pan-cancer	LTK	Somatic_Nsy_mutations	-3.43608844632689	0.002609592230264	0.033567380114583
MP4	pan-cancer	GLDN	germline missense	-0.000300827191492	0.011136158520982	0.088680405929388
MP4	pan-cancer	GLDN	Somatic_Nsy_mutations	1.82449726804375	0.000417722883483	0.008790248427494
MP4	pan-cancer	SEZ6L2	Germline_truncation	-0.001620685411016	0.012635826508327	0.096489336345866
MP4	pan-cancer	SEZ6L2	Somatic_Nsy_mutations	1.57325101373853	3.35800273762893E-06	0.000204278147326
MP4	pan-cancer	SEZ6L2	SCNAs	0.242190439793254	0.007657032103891	0.069218444922871
MP4	pan-cancer	FAM57B	germline missense	-0.000369595641534	0.009323410536174	0.078896571215785
MP4	pan-cancer	FAM57B	SCNAs	0.233986892517093	0.010592881465749	0.085802784111674
MP4	pan-cancer	TBC1D10B	Germline_truncation	-0.001123536745634	0.002857451966348	0.035725409506827
MP4	pan-cancer	TBC1D10B	SCNAs	0.253885906481545	0.004822753205274	0.050794615533023
MP4	pan-cancer	PRR14	germline missense	-0.000503123589364	0.011651933251335	0.091422857642798
MP4	pan-cancer	PRR14	SCNAs	0.237661383431093	0.008400543132216	0.073562446864892
MP4	pan-cancer	CDH11	germline missense	0.000313631891493	0.006166397717184	0.059836858840164
MP4	pan-cancer	CDH11	SCNAs	-0.208369309183361	0.011112583721816	0.088564783769268
MP4	pan-cancer	FOXC2	germline missense	-0.001191308741774	0.009829419464433	0.081645432835264
MP4	pan-cancer	FOXC2	Somatic_Nsy_mutations	1.8588753586383	8.57897104563617E-05	0.002828592782682
MP4	pan-cancer	KIAA0753	germline missense	-0.000188220436574	0.006902654992206	0.064535990018494
MP4	pan-cancer	KIAA0753	Somatic_Nsy_mutations	1.6123264320408	3.11632266052265E-08	3.99008086462034E-06
MP4	pan-cancer	MYH8	germline missense	0.00031760373728	0.003817432984505	0.043497138959863
MP4	pan-cancer	MYH8	Somatic_Nsy_mutations	-0.977750677454646	0.006678009760175	0.063121298462527
MP4	pan-cancer	TMEM199	germline missense	-0.000528824731069	0.000380371673936	0.008183011488995
MP4	pan-cancer	TMEM199	Somatic_Nsy_mutations	1.2510739567816	0.008468218057433	0.073967132201785
MP4	pan-cancer	AOC3	Germline_truncation	-0.001640512839748	0.01092789101925	0.087595460487592
MP4	pan-cancer	AOC3	Somatic_Nsy_mutations	1.50243787248442	8.00753655049224E-06	0.000419580129731
MP4	pan-cancer	FMNL1	germline missense	-0.001010555611594	0.001908570723157	0.026963526065866
MP4	pan-cancer	FMNL1	Somatic_Nsy_mutations	1.32835680445074	0.000176936617038	0.004677595314285
MP4	pan-cancer	APCDD1	germline missense	0.000351513076895	0.012374523280587	0.095127700946889
MP4	pan-cancer	APCDD1	Somatic_Nsy_mutations	-1.66135110731427	0.012309522570921	0.094798177881026
MP4	pan-cancer	ST8SIA5	germline missense	-0.001145808969729	0.012722293386932	0.096952578467042
MP4	pan-cancer	ST8SIA5	Somatic_Nsy_mutations	1.05225187955062	0.006504623644271	0.062027637615569
MP4	pan-cancer	ZNF14	Germline_truncation	-0.00192131666427	0.003095661793821	0.037791179407666
MP4	pan-cancer	ZNF14	Somatic_Nsy_mutations	1.34450023235552	0.000257915464381	0.006126578689656
MP4	pan-cancer	KLC3	Germline_truncation	0.001186231560784	0.010466757989407	0.085147497338078
MP4	pan-cancer	KLC3	Somatic_Nsy_mutations	1.28248632062776	0.003359128679472	0.039913908850259
MP4	pan-cancer	POFUT1	germline missense	-0.000721456173939	0.003853691557737	0.043785004427472
MP4	pan-cancer	POFUT1	Somatic_Nsy_mutations	1.24504565146626	0.007758380502394	0.069806269365066
MP4	pan-cancer	TMPRSS2	germline missense	-0.000510540225295	0.002253546569444	0.030346676352821
MP4	pan-cancer	TMPRSS2	Somatic_Nsy_mutations	1.49085163030583	0.003922368090127	0.044310374633973
MP4	pan-cancer	LRP5L	germline missense	-0.000228360857122	0.010445370400232	0.085028190317079
MP4	pan-cancer	LRP5L	SCNAs	-0.206523485679708	0.010039485977874	0.082833103609191
MP4	pan-cancer	RASD2	germline missense	-0.002809627095484	1.38894468335267E-05	0.000659946901202
MP4	pan-cancer	RASD2	Somatic_Nsy_mutations	1.30216558232334	0.001369346830863	0.021195109854583
MP2	pan-cancer	CDK11B	germline missense	-0.000295878203195	0.000780924497995	0.01404959934236
